Hour,Agent,Behavior,model,score,awake
35,Clark,sleep,utility,0.0,0
35,Diana,sleep,utility,0.6172,1
35,Barry,play,utility,0.6249000000000003,1
35,Lex,sleep,utility,0.0,0
36,Bruce,sleep,utility,0.5988,1
36,Clark,sleep,utility,0.0,0
36,Diana,play,utility,0.6231000000000003,1
36,Barry,sleep,utility,0.5824,1
36,Lex,sleep,utility,0.0,0
37,Bruce,study,utility,0.48429999999999984,1
37,Clark,sleep,utility,0.0,0
37,Diana,cook,utility,0.7595000000000001,1
37,Barry,play,utility,0.5949000000000003,1
37,Lex,sleep,utility,0.0,0
38,Bruce,cook,utility,0.6601,1
38,Clark,sleep,utility,0.0,0
38,Diana,shower,utility,0.7512000000000005,1
38,Barry,cook,utility,0.6885999999999999,1
38,Lex,sleep,utility,0.0,0
39,Bruce,sleep,utility,0.6112,1
39,Clark,sleep,utility,0.0,0
39,Diana,sleep,utility,0.6156000000000001,1
39,Barry,shower,utility,0.6362000000000005,1
39,Lex,sleep,utility,0.0,0
40,Bruce,shower,utility,0.7504000000000005,1
40,Clark,sleep,utility,0.0,0
40,Diana,sleep,utility,0.6172,1
40,Barry,clean,utility,0.607,1
40,Lex,sleep,utility,0.0,0
41,Bruce,play,utility,0.6313000000000004,1
41,Clark,sleep,utility,0.0,0
41,Diana,play,utility,0.6213000000000004,1
41,Barry,sleep,utility,0.5824,1
41,Lex,sleep,utility,0.0,0
42,Bruce,sleep,utility,0.6020000000000001,1
42,Clark,sleep,utility,0.0,0
42,Diana,sleep,utility,0.6184000000000001,1
42,Barry,play,utility,0.5949000000000004,1
42,Lex,sleep,utility,0.0,0
43,Bruce,play,utility,0.6049000000000004,1
43,Clark,sleep,utility,0.0,0
43,Diana,cook,utility,0.753,1
43,Barry,sleep,utility,0.5776000000000001,1
43,Lex,sleep,utility,0.0,0
44,Bruce,cook,utility,0.6243,1
44,Clark,sleep,utility,0.0,0
44,Diana,sleep,utility,0.6216000000000002,1
44,Barry,cook,utility,0.6557999999999998,1
44,Lex,sleep,utility,0.0,0
45,Bruce,sleep,utility,0.6048,1
45,Clark,sleep,utility,0.0,0
45,Diana,shower,utility,0.7704000000000005,1
45,Barry,clean,utility,0.586,1
45,Lex,sleep,utility,0.0,0
46,Bruce,sleep,utility,0.5944,1
46,Clark,sleep,utility,0.0,0
46,Diana,play,utility,0.6213000000000005,1
46,Barry,shower,utility,0.6662000000000007,1
46,Lex,sleep,utility,0.0,0
47,Bruce,shower,utility,0.7054000000000006,1
47,Clark,sleep,utility,0.0,0
47,Diana,sleep,utility,0.6184000000000001,1
47,Barry,play,utility,0.5931000000000004,1
47,Lex,sleep,utility,0.0,0
48,Bruce,play,utility,0.6031000000000004,1
48,Clark,sleep,utility,0.0,0
48,Diana,sleep,utility,0.6140000000000001,1
48,Barry,sleep,utility,0.5776000000000001,1
48,Lex,sleep,utility,0.0,0
49,Bruce,sleep,utility,0.5972000000000002,1
49,Clark,sleep,utility,0.0,0
49,Diana,cook,utility,0.6335000000000001,1
49,Barry,sleep,utility,0.5732000000000002,1
49,Lex,sleep,utility,0.0,0
50,Bruce,sleep,utility,0.5928,1
50,Clark,sleep,utility,0.0,0
50,Diana,sleep,utility,0.6232,1
50,Barry,cook,utility,0.6177999999999997,1
50,Lex,sleep,utility,0.0,0
51,Bruce,cook,utility,0.6463,1
51,Clark,sleep,utility,0.0,0
51,Diana,play,utility,0.6231000000000004,1
51,Barry,sleep,utility,0.5824,1
51,Lex,sleep,utility,0.0,0
52,Bruce,sleep,utility,0.6020000000000001,1
52,Clark,sleep,utility,0.0,0
52,Diana,shower,utility,0.7308000000000008,1
52,Barry,play,utility,0.5931000000000005,1
52,Lex,sleep,utility,0.0,0
53,Bruce,play,utility,0.6031000000000005,1
53,Clark,sleep,utility,0.0,0
53,Diana,sleep,utility,0.6140000000000001,1
53,Barry,shower,utility,0.6158000000000009,1
53,Lex,sleep,utility,0.0,0
54,Bruce,shower,utility,0.665800000000001,1
54,Clark,sleep,utility,0.0,0
54,Diana,sleep,utility,0.6156000000000001,1
54,Barry,clean,utility,0.595,1
54,Lex,sleep,utility,0.0,0
55,Bruce,sleep,utility,0.5928,1
55,Clark,sleep,utility,0.0,0
55,Diana,sleep,utility,0.6172000000000002,1
55,Barry,sleep,utility,0.5808000000000002,1
55,Lex,sleep,utility,0.0,0
56,Bruce,sleep,utility,0.5944,1
56,Clark,sleep,utility,0.0,0
56,Diana,cook,utility,0.7625000000000001,1
56,Barry,play,utility,0.5849000000000005,1
56,Lex,sleep,utility,0.0,0
57,Bruce,cook,utility,0.6083,1
57,Clark,sleep,utility,0.0,0
57,Diana,play,utility,0.6265000000000005,1
57,Barry,sleep,utility,0.5760000000000001,1
57,Lex,sleep,utility,0.0,0
58,Bruce,sleep,utility,0.6036000000000001,1
58,Clark,sleep,utility,0.0,0
58,Diana,sleep,utility,0.6260000000000001,1
58,Barry,cook,utility,0.6937999999999999,1
58,Lex,sleep,utility,0.0,0
59,Bruce,play,utility,0.6131000000000005,1
59,Clark,sleep,utility,0.0,0
59,Diana,shower,utility,0.7554000000000008,1
59,Barry,sleep,utility,0.5792000000000002,1
59,Lex,sleep,utility,0.0,0
60,Bruce,sleep,utility,0.5988,1
60,Clark,sleep,utility,0.0,0
60,Diana,sleep,utility,0.6172000000000002,1
60,Barry,shower,utility,0.6404000000000009,1
60,Lex,sleep,utility,0.0,0
61,Bruce,shower,utility,0.6904000000000009,1
61,Clark,sleep,utility,0.0,0
61,Diana,play,utility,0.6231000000000005,1
61,Barry,clean,utility,0.589,1
61,Lex,sleep,utility,0.0,0
62,Bruce,play,utility,0.5913000000000007,1
62,Clark,sleep,utility,0.0,0
62,Diana,sleep,utility,0.6184000000000001,1
62,Barry,play,utility,0.5847000000000007,1
62,Lex,sleep,utility,0.0,0
63,Bruce,clean,utility,0.61,1
63,Clark,sleep,utility,0.0,0
63,Diana,cook,utility,0.7815000000000001,1
63,Barry,sleep,utility,0.5836000000000001,1
63,Lex,sleep,utility,0.0,0
64,Bruce,cook,utility,0.6191,1
64,Clark,sleep,utility,0.0,0
64,Diana,clean,utility,0.628,1
64,Barry,cook,utility,0.6535999999999998,1
64,Lex,sleep,utility,0.0,0
65,Bruce,sleep,utility,0.6108,1
65,Clark,sleep,utility,0.0,0
65,Diana,sleep,utility,0.6292000000000002,1
65,Barry,sleep,utility,0.5808000000000002,1
65,Lex,sleep,utility,0.0,0
66,Bruce,sleep,utility,0.5944,1
66,Clark,sleep,utility,0.0,0
66,Diana,shower,utility,0.7854000000000009,1
66,Barry,play,utility,0.5849000000000006,1
66,Lex,sleep,utility,0.0,0
67,Bruce,sleep,utility,0.5960000000000001,1
67,Clark,sleep,utility,0.0,0
67,Diana,play,utility,0.6331000000000007,1
67,Barry,shower,utility,0.6008000000000011,1
67,Lex,sleep,utility,0.0,0
68,Bruce,shower,utility,0.7204000000000009,1
68,Clark,sleep,utility,0.0,0
68,Diana,sleep,utility,0.6200000000000001,1
68,Barry,clean,utility,0.583,1
68,Lex,sleep,utility,0.0,0
69,Bruce,play,utility,0.6113000000000007,1
69,Clark,sleep,utility,0.0,0
69,Diana,cook,utility,0.7676000000000001,1
69,Barry,sleep,utility,0.5792000000000002,1
69,Lex,sleep,utility,0.0,0
70,Bruce,clean,utility,0.604,1
70,Clark,sleep,utility,0.0,0
70,Diana,sleep,utility,0.6232000000000002,1
70,Barry,cook,utility,0.6177999999999997,1
70,Lex,sleep,utility,0.0,0
71,Bruce,cook,utility,0.6381,1
71,Clark,sleep,utility,0.0,0
71,Diana,clean,utility,0.625,1
71,Barry,sleep,utility,0.5824000000000003,1
71,Lex,sleep,utility,0.0,0
